USGS 01014000 2004-04-18 23:00 EDT 43000 A:[91]
USGS 01014000 2004-04-18 23:15 EDT 43100 A:[91]
USGS 01014000 2004-04-18 23:30 EDT 43100 A:[91]
USGS 01014000 2004-04-18 23:45 EDT 43100 A:[91]
USGS 01014000 2004-04-19 00:00 EDT 43200 A:[91]
USGS 01014000 2004-04-19 00:15 EDT 43300 A:[91]
USGS 01014000 2004-04-19 00:30 EDT 43300 A:[91]
USGS 01014000 2004-04-19 00:45 EDT 43300 A:[91]
USGS 01014000 2004-04-19 01:00 EDT 43300 A:[91]
USGS 01014000 2004-04-19 01:15 EDT 43300 A:[91]
USGS 01014000 2004-04-19 01:30 EDT 43200 A:[91]
USGS 01014000 2004-04-19 01:45 EDT 43100 A:[91]
USGS 01014000 2004-04-19 02:00 EDT 43100 A:[91]
USGS 01014000 2004-04-19 02:15 EDT 43100 A:[91]
USGS 01014000 2004-04-19 02:30 EDT 43000 A:[91]
USGS 01014000 2004-04-19 02:45 EDT 43000 A:[91]
USGS 01014000 2004-04-19 03:00 EDT 42900 A:[91]
USGS 01014000 2004-04-19 03:15 EDT 42900 A:[91]
USGS 01014000 2004-04-19 03:30 EDT 42900 A:[91]
USGS 01014000 2004-04-19 03:45 EDT 42900 A:[91]
USGS 01014000 2004-04-19 04:00 EDT 42900 A:[91]
USGS 01014000 2004-04-19 04:15 EDT 42900 A:[91]
USGS 01014000 2004-04-19 04:30 EDT 42900 A:[91]
USGS 01014000 2004-04-19 04:45 EDT 42900 A:[91]
USGS 01014000 2004-04-19 05:00 EDT 42900 A:[91]
USGS 01014000 2004-04-19 05:15 EDT 42900 A:[91]
USGS 01014000 2004-04-19 05:30 EDT 42900 A:[91]
USGS 01014000 2004-04-19 05:45 EDT 42900 A:[91]
USGS 01014000 2004-04-19 06:00 EDT 42900 A:[91]
USGS 01014000 2004-04-19 06:15 EDT 42900 A:[91]
USGS 01014000 2004-04-19 06:30 EDT 43100 A:[91]
USGS 01014000 2004-04-19 06:45 EDT 43100 A:[91]
USGS 01014000 2004-04-19 07:00 EDT 43300 A:[91]
USGS 01014000 2004-04-19 07:15 EDT 43300 A:[91]
