ids,lon,lat,roms_separation(km/day),roms_separation(km/km)
66383,-68.32379758,44.00758211,94.94,0.28
66383,-68.58681623,43.8749088,111,0.34
66383,-68.78336897,43.7394009,122.42,0.38
66383,-68.95024725,43.63238907,125.82,0.4
66383,-69.01313492,43.7085792,140.16,0.45
66383,-68.89251743,43.65822756,105.64,0.33
66383,-68.90705468,43.52221761,104.49,0.32
66383,-68.96150213,43.44238489,56.51,0.17
66383,-68.82200404,43.39909322,47.38,0.14
66383,-68.79116548,43.37402855,71.67,0.21
66385,-68.2709015,43.69603559,4.45,0.01
66385,-68.3568,43.6422,19.87,0.06
66385,-68.4226,43.5634,35.5,0.1
66385,-68.39194433,43.53724413,30.03,0.08
66385,-68.49290001,43.5552,52,0.13
66385,-68.55142218,43.41718266,51.69,0.12
66385,-68.41386189,43.30445881,46.1,0.1
66385,-68.26115488,43.38713555,28.27,0.06
66385,-68.16882476,43.4595667,22.62,0.05
66385,-68.02322561,43.53411377,39.91,0.08
66385,-67.87033454,43.48353658,27.87,0.05
66385,-67.79081681,43.44416426,36.63,0.07
66385,-67.66743911,43.46925229,31.74,0.06
66385,-67.62838319,43.42747826,70.36,0.12
76381,-68.58380421,43.75619055,119.93,0.26
76381,-68.57276647,43.60068334,78.01,0.17
76381,-68.67180966,43.46681284,72.1,0.16
76381,-68.62040843,43.35535768,61.87,0.13
76381,-68.49554484,43.27426805,52.1,0.11
76381,-68.419859,43.27612109,29.81,0.07
76381,-68.26780244,43.23186662,10.94,0.02
76381,-68.04933637,43.16647184,22.46,0.05
76381,-67.98649731,43.08591373,34.17,0.08
76381,-67.85092902,43.06348622,45.77,0.11
76381,-67.67072537,43.0319533,42.02,0.1
76381,-67.55887697,43.13812416,40.81,0.09
76381,-67.47157052,43.14898192,43.57,0.1
76381,-67.44729808,43.16268538,46.22,0.1
76381,-67.45896756,43.20904477,57.83,0.13
76381,-67.42058095,43.2234678,52.28,0.12
76381,-67.41596768,43.32978422,45.09,0.1
76381,-67.33647082,43.4071504,19.84,0.04
76381,-67.4134825,43.40433629,17.96,0.04
76382,-68.49493497,43.98648853,148.33,0.48
76382,-68.52345283,43.9098702,76.81,0.24
76382,-68.55742727,43.87620854,83.12,0.25
76382,-68.60519741,43.73673771,76.63,0.22
76382,-68.61061324,43.5526776,51.96,0.15
76382,-68.44357498,43.41268851,39.74,0.12
76382,-68.2577669,43.32560314,46.41,0.14
76382,-68.17472747,43.36296285,47.43,0.13
76382,-68.07234464,43.33955121,46.27,0.12
76382,-67.98822966,43.3377038,45.92,0.12
76382,-67.97832313,43.4411487,45.29,0.11
76382,-67.97093942,43.44700739,42.68,0.1
76382,-67.87113221,43.50806654,45.69,0.11
76382,-67.87732339,43.53947096,64.36,0.15
76382,-67.78652288,43.57037747,67.46,0.15
76382,-67.79652811,43.58077563,68.12,0.14
76382,-67.70256845,43.65041163,68.34,0.13
76382,-67.60581725,43.63112771,62.7,0.11
76382,-67.46963652,43.65562672,60.32,0.11
76382,-67.35449146,43.69965254,28.01,0.05
76382,-67.27193987,43.71245136,34.04,0.06
76382,-67.07943551,43.80427506,50.91,0.09
76382,-66.88965761,43.87709827,30.72,0.06
76382,-66.8581037,43.81189047,144.83,0.27
76382,-66.87631926,43.86620552,155.18,0.3
76382,-66.79270964,43.90784379,211.89,0.42
76382,-66.74807697,43.89255053,226.24,0.45
76382,-66.63460875,43.90541946,243.54,0.49
76382,-66.58237379,44.1136837,249.49,0.52
76382,-66.59911205,44.26052789,259.94,0.59
76382,-66.54624077,44.27110095,240.82,0.59
76383,-68.28731557,43.27893955,80.24,0.16
76383,-68.20726758,43.18440989,86.12,0.16
76383,-68.03654337,43.23894596,92.58,0.16
76383,-67.83039765,43.24384006,77.64,0.14
76383,-67.74105555,43.30037378,65.8,0.11
76383,-67.59001076,43.31767561,41.3,0.07
76383,-67.5956138,43.30695685,27.18,0.05
76383,-67.61252968,43.42358889,29.46,0.05
76384,-68.0341209,43.27699618,65.32,0.13
76384,-67.79176657,43.34571252,57.48,0.11
76384,-67.69471138,43.36352713,58.45,0.11
76384,-67.68148092,43.39393174,65.8,0.12
76384,-67.51470696,43.42567869,50.86,0.09
76384,-67.54085382,43.42854336,66.22,0.12
76384,-67.45971765,43.52052474,63.46,0.11
76384,-67.37851904,43.56442471,76.33,0.13
82374,-67.8462555,43.49131045,20.89,0.07
82374,-67.8666686,43.32808147,12.84,0.04
82374,-67.95532667,43.1214664,38.31,0.12
82375,-67.67004416,43.60663045,77.43,0.23
82375,-67.81399788,43.64359855,78.7,0.24
82375,-67.89303207,43.63568331,72.73,0.22
82375,-67.93471022,43.52394102,75.83,0.22
82375,-67.95323912,43.40664833,58.53,0.17
82375,-67.91878499,43.32892425,39.19,0.11
82375,-67.80483921,43.25188764,56.83,0.16
82375,-67.54407405,43.08537412,79.35,0.22
82375,-67.31958817,43.02293961,77.36,0.22
82375,-67.28640731,42.93304465,77.86,0.22
82375,-67.37937392,42.92439057,81.44,0.24
82375,-67.58231221,42.80128317,54.48,0.16
82376,-69.03130901,42.51087322,125.49,0.47
82376,-69.02622222,42.64374758,77.56,0.29
82376,-69.00798124,42.7461533,39.43,0.14
82376,-69.10192213,42.74727504,54.77,0.21
82376,-69.20359712,42.80693234,29.61,0.11
82376,-69.21802599,42.88160612,29.89,0.11
82376,-69.16725794,42.9725535,37.12,0.14
82376,-69.26330402,43.11352127,37.85,0.14
82376,-69.251754,43.218897,30.95,0.11
85202,-69.55851808,42.59667931,57.67,0.18
85202,-69.61594104,42.64242244,56.54,0.17
85202,-69.56407597,42.67239895,65.58,0.21
85202,-69.53467608,42.65645938,63.75,0.21
85202,-69.48555975,42.66414342,65.11,0.22
85202,-69.36578142,42.7477616,60.37,0.22
85202,-69.32360787,42.79848373,60.43,0.22
85301,-70.28358391,43.44944382,41.62,0.15
85301,-70.12657327,43.55038653,45.9,0.16
85301,-69.98879401,43.58167067,71.07,0.25
85301,-69.96542578,43.54893174,70.29,0.24
85301,-70.02100453,43.46236932,73.24,0.24
85301,-70.06228347,43.37535991,63.31,0.21
85301,-69.9252905,43.30532101,52.61,0.18
85301,-69.71202333,43.28088486,57.33,0.19
85301,-69.72800444,43.1255488,43.6,0.15
85301,-69.66213759,43.10254279,46.01,0.15
85301,-69.61453473,43.14030125,55.81,0.18
85301,-69.56507561,43.23920489,54.37,0.17
85301,-69.40866599,43.24608232,55.91,0.18
85301,-69.37295506,43.17920761,54.97,0.18
85301,-69.34434855,43.1918698,49.56,0.16
85301,-69.26386493,43.28564397,54.81,0.17
85301,-69.50792407,43.32709403,42.41,0.14
85301,-69.49640633,43.37990579,55.29,0.18
85301,-69.52273626,43.47549402,39.17,0.12
85301,-69.76748114,43.47673719,30.81,0.09
85301,-69.94641875,43.39905303,37.8,0.11
85301,-69.91463153,43.29378908,46.29,0.14
85301,-69.9460255,43.14286047,51.57,0.15
85301,-69.95616399,42.93911833,50.2,0.15
85301,-69.97445198,42.74019591,37.53,0.11
85301,-69.90254817,42.64075899,29.99,0.09
85301,-69.82407246,42.59091311,26.24,0.07
85301,-69.72903242,42.56193405,19.25,0.05
85301,-69.60044221,42.6095785,8.95,0.03
85301,-69.58448365,42.66285742,13.65,0.04
85301,-69.49917126,42.76238829,7.49,0.02
85301,-69.41720727,42.78774619,20.63,0.06
85301,-69.39247709,42.78024373,29.72,0.08
85301,-69.31064334,42.85491166,39.42,0.11
85301,-69.26435637,42.90922501,39.5,0.11
85301,-69.20833266,42.8895176,38.01,0.11
85301,-69.13560471,42.81291631,42.46,0.12
85301,-68.95433522,42.82673631,69.42,0.19
85301,-68.94414021,42.78257245,77.48,0.21
85301,-68.97601283,42.79737721,73.91,0.19
85301,-68.97380763,42.82187428,85.09,0.23
85301,-68.87698722,42.86873545,93.86,0.25
85301,-68.81124269,42.84696267,99.07,0.26
85301,-66.51714596,42.50666533,125.25,0.18
85301,-66.6425463,42.66890888,151.8,0.23
85301,-66.59676336,42.8972267,126.69,0.19
85301,-66.57562227,43.08609816,139.04,0.22
85301,-66.50782224,43.18725608,85.52,0.14
85301,-66.48207107,43.23042578,63.71,0.11
85301,-66.41670097,43.35095986,46.13,0.08
85301,-66.4118979,43.39538939,75.65,0.15
85302,-70.28392414,43.44916483,44.17,0.16
85302,-70.12673528,43.55483129,46.96,0.16
85302,-69.99703292,43.5803713,68.92,0.24
85302,-69.96590495,43.54907849,68.75,0.24
85302,-70.02089405,43.46235895,69.7,0.24
85302,-70.05972346,43.37452538,58.95,0.2
85302,-69.92669833,43.30286623,54.96,0.19
85302,-69.72105694,43.27978782,55.74,0.19
85302,-69.75292047,43.12118118,39.8,0.13
85302,-69.67439668,43.06002899,42.74,0.14
85302,-69.64511862,43.12692589,52.87,0.17
85302,-69.58023619,43.23663595,57.04,0.19
85302,-69.41761672,43.25960707,56.08,0.19
85302,-69.37270947,43.19398389,55.57,0.19
85302,-69.32755779,43.19551543,53.23,0.18
85302,-69.25110896,43.29740311,53.49,0.17
85302,-69.51659534,43.34124712,42.36,0.14
85302,-69.53814492,43.40593581,48.92,0.16
85302,-69.56088956,43.46933147,34.29,0.11
85302,-69.74582379,43.43973586,33.19,0.1
85302,-69.82198103,43.4008679,41.61,0.12
85302,-69.89576007,43.3533488,51.45,0.15
85302,-69.95125021,43.20107053,74.62,0.21
85302,-69.93576032,42.96749445,70.71,0.21
85302,-69.97635578,42.77577477,69.47,0.21
85302,-69.93148923,42.66558049,60.64,0.18
85302,-69.88683086,42.58406877,69.9,0.2
85302,-69.74145855,42.54153629,66.08,0.19
85302,-69.60172357,42.59015794,65.41,0.18
85302,-69.57302976,42.66033768,59.81,0.17
85302,-69.47478306,42.76399554,44.63,0.13
85302,-69.37125597,42.78655361,34.75,0.1
85302,-69.28900059,42.7989362,26.73,0.07
85302,-69.1653744,42.88650852,38.53,0.1
85302,-69.09089959,42.98678825,53.3,0.15
85302,-69.02111695,43.02745158,69.09,0.19
85302,-68.96469882,43.01294031,72.87,0.2
85302,-68.81337902,42.98532489,93.44,0.25
85302,-68.79369943,42.96691997,103.97,0.27
85397,-69.69629066,43.35619756,30.66,0.11
85397,-69.7046719,43.24496925,37.46,0.14
85397,-69.69772129,43.22052663,41.02,0.15
85397,-69.54026408,43.2729611,53.93,0.2
85397,-69.4617262,43.28006856,54.29,0.21
85397,-69.35305875,43.28417157,60.67,0.23
85397,-69.33321716,43.28049904,64.95,0.25
85397,-69.17246587,42.78575685,47.45,0.12
85397,-69.08181142,42.81085999,71.28,0.19
85397,-69.17770244,42.90107008,98.67,0.26
85397,-69.07580197,42.97013748,118.4,0.32
85397,-68.93752751,43.03842189,117.38,0.32
85397,-68.78407243,43.05128277,114.34,0.32
85397,-68.68781088,43.06244401,109.75,0.3
85397,-68.4701847,43.0625401,114.1,0.3
85397,-68.57296415,43.04520022,95.17,0.25
85397,-68.66704055,43.18349365,69.98,0.18
85397,-68.61831429,43.18859488,62.39,0.16
85397,-68.60825395,43.20560735,68.13,0.17
85397,-68.49848497,43.27185711,57.17,0.14
85397,-68.26770037,43.2105529,61.41,0.15
85397,-68.22309813,43.06345943,70.92,0.18
85397,-68.4042422,43.08874528,48.08,0.12
85397,-68.51524586,43.13535157,31.02,0.08
85397,-68.58250568,43.1355771,14.55,0.03
85397,-68.62850908,43.04736168,12.63,0.03
85397,-68.59323794,42.97892255,18.19,0.04
85397,-68.53761249,43.03141916,19.02,0.04
85397,-68.47358463,43.08958674,15.07,0.03
85397,-68.46458003,43.1212185,26.28,0.05
85397,-68.29793348,43.17743479,21.12,0.04
85397,-68.11355594,43.23592879,23.04,0.05
85397,-67.87803767,43.22789112,37.56,0.08
85397,-67.92481048,43.11217148,20.08,0.04
85397,-67.98099547,43.21238123,40.25,0.09
85397,-67.86715336,43.36528084,54.98,0.12
85397,-67.63332007,43.35938588,49.25,0.11
85397,-67.46750821,43.34897223,39.93,0.09
94392,-69.36601825,42.50236073,37.69,0.13
94392,-69.28405466,42.62197665,24.46,0.08
94392,-69.21898685,42.81540389,26.06,0.09
94392,-69.13852119,42.94291836,15.95,0.05
94392,-69.03763161,43.0545249,65.17,0.21
94392,-68.94205465,43.14814912,84.4,0.28
94392,-69.02381414,43.26649409,91.84,0.3
94392,-69.23020885,43.24569836,61.02,0.2
94392,-69.23600775,43.33951356,67.24,0.22
94392,-69.2618919,43.35805985,55.72,0.18
94392,-69.36787149,43.39508882,53.48,0.17
94392,-69.40091072,43.32580384,60.67,0.2
94491,-69,44.1,24.13,0.07
94491,-68.92224457,44.03821783,27.02,0.08
94491,-68.96005392,43.96247842,13,0.04
94491,-68.91047328,43.88240096,32.54,0.1
94491,-68.71449575,43.90545257,38.51,0.12
94491,-68.67680254,43.74291208,96.03,0.32
94491,-68.8290273,43.66446404,45.55,0.16
94491,-68.8751924,43.61140181,34.17,0.12
94491,-69.07378304,43.58654608,22.36,0.07
94491,-69.33200675,43.63882932,12.77,0.04
94491,-69.50783783,43.68803557,27.35,0.09
94491,-69.68510562,43.61778077,39.15,0.13
94491,-69.91338237,43.5809484,52.16,0.18
94491,-69.96825425,43.48096288,73.31,0.26
94491,-66.21156642,42.50348337,79.77,0.09
94491,-66.21971723,42.561987,92.05,0.1
94491,-66.24197073,42.61047103,115.16,0.13
94491,-66.40547631,42.61422556,120.64,0.14
94491,-66.26593091,42.77211641,148.57,0.18
94491,-66.06790111,42.80774312,167.18,0.21
94491,-66.14729674,42.89472796,164.95,0.22
94491,-65.92342755,42.90617381,136.9,0.19
94491,-65.950169,43.04451824,174.59,0.24
94491,-65.87758038,43.15502579,184.68,0.27
94491,-65.88116218,43.20177177,210.26,0.32
94491,-65.85989093,43.17990949,195.48,0.31
94491,-65.90208744,43.17541635,199.42,0.34
95271,-67.01904968,42.50275182,60.48,0.15
95271,-66.99831775,42.54901324,70.19,0.18
95271,-67.02427445,42.63891129,84.16,0.22
95271,-67.09384638,42.8111347,43.5,0.12
95271,-67.21535989,42.81929497,46.91,0.13
95271,-67.21525295,42.83468375,50.65,0.13
95271,-67.25051107,42.8178056,59.24,0.15
95271,-67.34440825,42.89898574,54.59,0.14
95271,-67.41161432,43.02311033,64,0.16
95271,-67.40046032,43.01882164,54,0.14
95271,-67.32251751,42.99830709,64.81,0.17
95481,-68.45829817,44.23222558,27.2,0.1
95481,-68.51760259,44.10969559,13.56,0.05
95481,-68.80152075,43.96900577,23.59,0.08
95481,-68.9160265,43.94651934,27.64,0.09
95481,-68.91374903,43.91978344,40.13,0.13
95481,-68.81305294,43.93010711,39.98,0.13
95481,-68.71024284,43.91741141,33.52,0.11
95481,-68.77275038,43.80976225,24.85,0.08
95481,-68.8681594,43.75396618,46.61,0.16
95481,-69.06598846,43.67864396,38.15,0.13
95481,-69.30464398,43.71632539,41.97,0.15
95481,-69.33698235,43.7249472,52.09,0.18
95481,-69.45107524,43.64856605,40.75,0.14
95481,-69.6451019,43.62502874,42.49,0.14
104440671,-68.88340085,43.87700158,86.95,0.33
104440671,-68.84297499,43.9023246,78.13,0.29
104440671,-68.8157766,43.92131117,87.06,0.32
104440671,-68.79376635,43.88587941,92.68,0.32
104440671,-68.82624354,43.77967271,89.16,0.3
104440671,-68.73890985,43.77533324,86.79,0.29
104440671,-68.64258234,43.71893835,90.38,0.3
104440671,-68.75795465,43.72452943,92.28,0.31
104440671,-68.57896249,43.58903757,61.66,0.21
104440671,-68.49271033,43.45435793,50.67,0.17
104440671,-68.50532544,43.32021413,61.66,0.21
104440671,-68.46793885,43.29976381,56.32,0.19
104440671,-68.42736493,43.24826893,67.47,0.22
104440671,-68.36783756,43.27339076,74.94,0.23
104440671,-68.36945777,43.26036051,84.77,0.26
104440671,-68.35264975,43.27072227,80.34,0.23
104440671,-68.30910138,43.25112296,58.06,0.16
104440671,-68.1945054,43.34625186,32.81,0.09
104440671,-68.42559587,43.43711697,31.91,0.08
104440671,-68.33701706,43.36168467,31.93,0.08
104440671,-68.36924308,43.32205189,27.32,0.07
104440671,-68.36230142,43.42150119,21.34,0.05
104440671,-68.35706426,43.4652202,36.67,0.09
104440671,-68.31594044,43.44690242,51.46,0.12
104440671,-68.20825266,43.45968575,58.18,0.13
104440671,-68.1311617,43.47287522,57.64,0.13
104440671,-68.19581336,43.47169693,50.35,0.11
104440671,-68.12758604,43.48981424,56.66,0.12
104440671,-67.80746421,43.56963898,35.89,0.07
104440671,-67.50072174,43.57791978,43.13,0.09
105430691,-70.04196909,43.36560912,98.43,0.3
105430691,-70.15615448,43.37766339,74.07,0.22
105430691,-70.13306126,43.41567359,75.61,0.21
105430691,-70.09388736,43.46020488,69.66,0.18
105430691,-70.08344816,43.45810845,56.91,0.13
105430691,-70.04936076,43.50325795,10.05,0.02
105430691,-70.00788261,43.47150448,17.21,0.04
105430691,-70.06153479,43.42250187,20.19,0.04
105430691,-70.0899663,43.25577902,55.04,0.11
105430691,-70.11467684,43.20244724,26.18,0.05
105430691,-69.10077095,42.51885216,49.86,0.14
105430691,-69.07010817,42.52853237,42.44,0.11
105430691,-69.08745906,42.55887289,27.99,0.07
105430691,-69.0232531,42.5716348,17.51,0.04
105430692,-69.68812913,43.46266597,59.49,0.16
105430692,-69.63271384,43.41227165,54.06,0.14
105430692,-69.54590806,43.31745513,59.74,0.16
105430692,-69.4493732,43.30092293,57.6,0.14
105430692,-69.333524,43.38844349,54.04,0.13
105430692,-69.31955617,43.35988781,53.5,0.12
105430692,-69.20182532,43.35328249,53.61,0.12
105430692,-69.10312362,43.35726046,59.73,0.14
105430692,-69.11427697,43.2896141,40.4,0.09
105430692,-69.10633732,43.19373286,20.91,0.04
105430692,-68.8596903,43.16868578,6.78,0.01
105430692,-68.64397724,43.13312928,9.89,0.02
105430692,-68.44070544,43.15245282,29.93,0.06
105430692,-68.27771982,43.12238793,27.4,0.06
105430692,-68.10937531,43.14971883,34.91,0.07
105430692,-68.01541456,43.14859135,33.61,0.07
105430692,-68.00306691,43.00205299,36.69,0.07
105430692,-68.00202587,43.14860257,37.55,0.07
105430692,-67.86753105,43.17773055,39.23,0.08
105430692,-67.78617049,43.02331843,23.59,0.05
105430692,-67.74466082,43.0079917,10.56,0.02
105430692,-67.73347606,42.98883005,14.03,0.03
105430692,-66.79388093,43.26917594,74.68,0.1
105430692,-66.83737262,43.49529658,101.18,0.14
105430692,-66.8555269,43.6201411,119.31,0.16
105430692,-66.91802987,43.62206004,117.65,0.16
105430692,-66.82500888,43.65494066,66.57,0.09
105430693,-69.90562394,43.19408593,109.62,0.41
105430693,-69.93854469,43.23213777,104.34,0.38
105430693,-69.98380693,43.15477815,98.86,0.36
105440671,-67.42,44.43,173.2,0.29
105440671,-67.54364266,44.27536109,175.38,0.27
105440671,-67.61089965,44.30637914,193.81,0.29
105440671,-67.60427224,44.06419512,199.22,0.28
105440671,-67.39922515,43.93276586,185.11,0.25
105440672,-67.5948144,43.44809182,112.54,0.21
105440672,-67.53690362,43.38821566,129.64,0.23
105440672,-67.43371963,43.41916776,142.9,0.24
105440672,-67.40451282,43.54854121,146.09,0.24
105440672,-67.36759563,43.58644309,157.17,0.25
105440672,-67.15409052,43.61445273,137.39,0.21
105440672,-67.13718975,43.59633931,138.34,0.21
105440672,-67.01172334,43.68179303,73.68,0.11
105440672,-66.9879882,43.80389307,82.19,0.11
105440672,-66.6614896,43.75314636,63.37,0.09
105440672,-66.69147301,43.65364297,43.82,0.06
105440672,-66.75549656,43.69017032,80.31,0.1
105440672,-66.7088472,43.68138019,115.64,0.15
105440672,-66.60006028,43.69424787,92.47,0.12
105440672,-66.54444907,43.7742737,14.43,0.02
105440672,-66.57892797,43.83738355,13.23,0.02
105440672,-66.63828505,43.90618274,21.63,0.03
105440672,-66.60468432,44.02123665,37.47,0.04
105440672,-66.57666542,44.15775633,47.06,0.05
105440672,-66.48466318,44.28453815,60.62,0.07
105440672,-66.4545499,44.29128629,77.94,0.09
105440672,-66.50855314,44.41144673,53.48,0.06
105440672,-66.52570357,44.40049175,62.15,0.07
105440672,-66.51438802,44.5174046,48.76,0.05
105440672,-66.39339666,44.49573272,79.34,0.08
105440672,-66.30435407,44.60131745,98.58,0.1
105440672,-66.24899166,44.70569374,102.12,0.1
105440672,-66.05136027,44.79127575,131.37,0.13
105440672,-66.00760389,44.72187849,68.76,0.07
105440672,-65.90303394,44.77170343,56.1,0.05
105440675,-67.83569126,44.25169532,110.03,0.23
