ids,lon,lat,30yr_separation(km/day),30yr_separation(km/km)
66383,-68.06793386,43.08558746,144.65,0.3
66383,-67.94696854,43.15549391,154.65,0.31
66383,-67.81407453,43.14449877,140.13,0.27
66383,-67.79756932,43.15646754,127.88,0.23
66383,-67.66040382,43.23001126,115.1,0.21
66383,-67.57369068,43.22833939,137.82,0.23
66383,-67.45495141,43.33091056,157.86,0.26
66383,-67.36206868,43.37534743,136.28,0.21
66383,-67.13690323,43.40418357,193.79,0.28
66383,-66.91681086,43.48643159,203.02,0.28
66383,-66.771803,43.47258223,133.47,0.18
66383,-66.56986271,43.53057925,153.99,0.2
66383,-66.43715693,43.52962094,181.76,0.24
66383,-66.337156,43.58534836,159.88,0.21
66383,-66.38348439,44.40103851,248.45,0.43
66383,-66.61461282,44.52064073,175.3,0.4
66383,-67.07486689,44.47351631,119.7,0.32
66383,-67.4584367,44.40050163,49.87,0.14
66383,-67.76914936,44.28555178,43.22,0.13
66383,-67.99366123,44.23382045,53.62,0.16
66383,-68.14137472,44.07469773,75.48,0.22
66383,-68.32379758,44.00758211,54.65,0.16
66383,-68.58681623,43.8749088,81.68,0.25
66383,-68.78336897,43.7394009,57.78,0.18
66383,-68.95024725,43.63238907,29.01,0.09
66383,-69.01313492,43.7085792,43.81,0.14
66383,-68.89251743,43.65822756,29.65,0.09
66383,-68.90705468,43.52221761,44.13,0.14
66383,-68.96150213,43.44238489,90.91,0.27
66383,-68.82200404,43.39909322,87.47,0.26
66383,-68.79116548,43.37402855,69.89,0.21
66385,-68.2709015,43.69603559,46.46,0.15
66385,-68.3568,43.6422,33.84,0.1
66385,-68.4226,43.5634,30.79,0.09
66385,-68.39194433,43.53724413,25.7,0.07
66385,-68.49290001,43.5552,39.23,0.1
66385,-68.55142218,43.41718266,76.74,0.18
66385,-68.41386189,43.30445881,124.85,0.28
66385,-68.26115488,43.38713555,113.97,0.24
66385,-68.16882476,43.4595667,125.53,0.26
66385,-68.02322561,43.53411377,122.74,0.23
66385,-67.87033454,43.48353658,125.35,0.24
66385,-67.79081681,43.44416426,145.05,0.27
66385,-67.66743911,43.46925229,165.56,0.3
66385,-67.62838319,43.42747826,181.04,0.31
76381,-68.58380421,43.75619055,1.85,0
76381,-68.57276647,43.60068334,36.87,0.08
76381,-68.67180966,43.46681284,51.49,0.11
76381,-68.62040843,43.35535768,93.72,0.2
76381,-68.49554484,43.27426805,33.53,0.07
76381,-68.419859,43.27612109,42.51,0.09
76381,-68.26780244,43.23186662,38.43,0.09
76381,-68.04933637,43.16647184,29.89,0.07
76381,-67.98649731,43.08591373,58.01,0.13
76381,-67.85092902,43.06348622,75.5,0.18
76381,-67.67072537,43.0319533,109,0.26
76381,-67.55887697,43.13812416,84.76,0.19
76381,-67.47157052,43.14898192,30.06,0.07
76381,-67.44729808,43.16268538,33.04,0.07
76381,-67.45896756,43.20904477,29.37,0.07
76381,-67.42058095,43.2234678,32.39,0.07
76381,-67.41596768,43.32978422,18.87,0.04
76381,-67.33647082,43.4071504,25.35,0.05
76381,-67.4134825,43.40433629,23.6,0.05
76382,-68.49493497,43.98648853,47.85,0.15
76382,-68.52345283,43.9098702,51.64,0.16
76382,-68.55742727,43.87620854,49.31,0.15
76382,-68.60519741,43.73673771,45.95,0.13
76382,-68.61061324,43.5526776,51.96,0.15
76382,-68.44357498,43.41268851,68.01,0.2
76382,-68.2577669,43.32560314,74.27,0.22
76382,-68.17472747,43.36296285,58.27,0.16
76382,-68.07234464,43.33955121,49.06,0.13
76382,-67.98822966,43.3377038,14.64,0.04
76382,-67.97832313,43.4411487,22.03,0.06
76382,-67.97093942,43.44700739,32.69,0.08
76382,-67.87113221,43.50806654,72.73,0.17
76382,-67.87732339,43.53947096,71.34,0.16
76382,-67.78652288,43.57037747,67.25,0.15
76382,-67.79652811,43.58077563,75.26,0.15
76382,-67.70256845,43.65041163,83.96,0.16
76382,-67.60581725,43.63112771,76.35,0.14
76382,-67.46963652,43.65562672,77.16,0.14
76382,-67.35449146,43.69965254,61.97,0.11
76382,-67.27193987,43.71245136,66.32,0.11
76382,-67.07943551,43.80427506,82.67,0.14
76382,-66.88965761,43.87709827,124.46,0.22
76382,-66.87631926,43.86620552,140.14,0.27
76382,-66.74807697,43.89255053,181.2,0.36
76382,-66.58237379,44.1136837,146.91,0.31
76382,-66.59911205,44.26052789,163.45,0.37
76383,-68.28731557,43.27893955,98.99,0.19
76383,-68.20726758,43.18440989,118.14,0.22
76383,-68.03654337,43.23894596,97.49,0.17
76383,-67.83039765,43.24384006,53.18,0.09
76383,-67.74105555,43.30037378,51.76,0.09
76383,-67.59001076,43.31767561,36.55,0.06
76383,-67.5956138,43.30695685,30.68,0.05
76383,-67.61252968,43.42358889,21.18,0.04
76384,-68.0341209,43.27699618,35.59,0.07
76384,-67.79176657,43.34571252,55.59,0.1
76384,-67.69471138,43.36352713,74.83,0.14
76384,-67.68148092,43.39393174,93.32,0.17
76384,-67.51470696,43.42567869,86.7,0.16
76384,-67.54085382,43.42854336,90.03,0.16
76384,-67.45971765,43.52052474,107.46,0.18
76384,-67.37851904,43.56442471,123.19,0.2
82374,-67.8462555,43.49131045,50.52,0.16
82374,-67.8666686,43.32808147,66.65,0.21
82374,-67.95532667,43.1214664,93.98,0.29
82375,-67.67004416,43.60663045,38.94,0.12
82375,-67.81399788,43.64359855,36.96,0.11
82375,-67.89303207,43.63568331,39.13,0.12
82375,-67.93471022,43.52394102,20.51,0.06
82375,-67.95323912,43.40664833,35,0.1
82375,-67.91878499,43.32892425,68.49,0.2
82375,-67.80483921,43.25188764,86.95,0.24
82375,-67.54407405,43.08537412,51.45,0.14
82375,-67.31958817,43.02293961,66.21,0.19
82375,-67.28640731,42.93304465,57.05,0.16
82375,-67.37937392,42.92439057,58.67,0.17
82375,-67.58231221,42.80128317,16.45,0.05
82376,-69.03130901,42.51087322,118.97,0.44
82376,-69.02622222,42.64374758,79.99,0.3
82376,-69.00798124,42.7461533,35.13,0.13
82376,-69.10192213,42.74727504,44.17,0.17
82376,-69.20359712,42.80693234,60.41,0.23
82376,-69.21802599,42.88160612,65.63,0.25
82376,-69.16725794,42.9725535,81.77,0.3
82376,-69.26330402,43.11352127,96.4,0.34
82376,-69.251754,43.218897,90.81,0.33
85202,-69.55851808,42.59667931,77.34,0.24
85202,-69.61594104,42.64242244,81.04,0.25
85202,-69.56407597,42.67239895,91.69,0.29
85202,-69.53467608,42.65645938,98.85,0.32
85202,-69.48555975,42.66414342,118.25,0.41
85202,-69.36578142,42.7477616,108.55,0.39
85202,-69.32360787,42.79848373,95.73,0.35
85301,-70.28358391,43.44944382,97.63,0.35
85301,-70.12657327,43.55038653,91.23,0.32
85301,-69.98879401,43.58167067,89.5,0.31
85301,-69.96542578,43.54893174,86.72,0.3
85301,-70.02100453,43.46236932,109.78,0.36
85301,-70.06228347,43.37535991,85.54,0.28
85301,-69.9252905,43.30532101,69.4,0.23
85301,-69.71202333,43.28088486,34.16,0.11
85301,-69.72800444,43.1255488,45.2,0.15
85301,-69.66213759,43.10254279,25.98,0.08
85301,-69.61453473,43.14030125,60.14,0.19
85301,-69.56507561,43.23920489,26.06,0.08
85301,-69.40866599,43.24608232,52.18,0.17
85301,-69.37295506,43.17920761,20.73,0.07
85301,-69.34434855,43.1918698,16.43,0.05
85301,-69.26386493,43.28564397,16.99,0.05
85301,-69.50792407,43.32709403,8.61,0.03
85301,-69.49640633,43.37990579,4.84,0.02
85301,-69.52273626,43.47549402,37.64,0.11
85301,-69.76748114,43.47673719,47.08,0.14
85301,-69.94641875,43.39905303,59.91,0.18
85301,-69.91463153,43.29378908,41.83,0.12
85301,-69.9460255,43.14286047,21.11,0.06
85301,-69.95616399,42.93911833,48.86,0.14
85301,-69.97445198,42.74019591,77.24,0.23
85301,-69.90254817,42.64075899,69.44,0.2
85301,-69.82407246,42.59091311,78.96,0.22
85301,-69.72903242,42.56193405,86.73,0.24
85301,-69.60044221,42.6095785,83.55,0.23
85301,-69.58448365,42.66285742,93.38,0.27
85301,-69.49917126,42.76238829,80.78,0.22
85301,-69.41720727,42.78774619,80.07,0.22
85301,-69.39247709,42.78024373,80.32,0.21
85301,-69.31064334,42.85491166,40.84,0.11
85301,-69.26435637,42.90922501,35.74,0.1
85301,-69.20833266,42.8895176,46.3,0.13
85301,-69.13560471,42.81291631,88.59,0.24
85301,-68.95433522,42.82673631,73.75,0.2
85301,-68.94414021,42.78257245,74.64,0.2
85301,-68.97601283,42.79737721,78.05,0.2
85301,-68.97380763,42.82187428,73.76,0.2
85301,-68.87698722,42.86873545,37.17,0.1
85301,-68.81124269,42.84696267,31.43,0.08
85301,-66.51714596,42.50666533,150.27,0.22
85301,-66.6425463,42.66890888,125.11,0.19
85301,-66.59676336,42.8972267,104.77,0.16
85301,-66.57562227,43.08609816,74.17,0.12
85301,-66.50782224,43.18725608,69.64,0.12
85301,-66.48207107,43.23042578,70.59,0.12
85301,-66.41670097,43.35095986,25.61,0.05
85301,-66.4118979,43.39538939,25.97,0.05
85302,-70.28392414,43.44916483,99.09,0.35
85302,-70.12673528,43.55483129,94.61,0.33
85302,-69.99703292,43.5803713,93.03,0.32
85302,-69.96590495,43.54907849,85.41,0.29
85302,-70.02089405,43.46235895,105.42,0.36
85302,-70.05972346,43.37452538,81.12,0.28
85302,-69.92669833,43.30286623,76.02,0.26
85302,-69.72105694,43.27978782,40.6,0.14
85302,-69.75292047,43.12118118,44.91,0.15
85302,-69.67439668,43.06002899,50.1,0.16
85302,-69.64511862,43.12692589,58.22,0.19
85302,-69.58023619,43.23663595,37.93,0.13
85302,-69.41761672,43.25960707,42.73,0.15
85302,-69.37270947,43.19398389,21.99,0.08
85302,-69.32755779,43.19551543,15.76,0.05
85302,-69.25110896,43.29740311,20.84,0.07
85302,-69.51659534,43.34124712,19.06,0.06
85302,-69.53814492,43.40593581,15.86,0.05
85302,-69.56088956,43.46933147,47.15,0.15
85302,-69.74582379,43.43973586,59.95,0.18
85302,-69.82198103,43.4008679,66.99,0.2
85302,-69.89576007,43.3533488,64.99,0.18
85302,-69.95125021,43.20107053,62.58,0.18
85302,-69.93576032,42.96749445,67.25,0.2
85302,-69.97635578,42.77577477,99.87,0.3
85302,-69.93148923,42.66558049,100.33,0.3
85302,-69.88683086,42.58406877,116.64,0.34
85302,-69.74145855,42.54153629,131.67,0.38
85302,-69.60172357,42.59015794,135.72,0.38
85302,-69.57302976,42.66033768,149.96,0.43
85302,-69.47478306,42.76399554,128.56,0.36
85302,-69.37125597,42.78655361,117.87,0.33
85302,-69.28900059,42.7989362,114.27,0.31
85302,-69.1653744,42.88650852,111.65,0.3
85302,-69.09089959,42.98678825,44.76,0.12
85302,-69.02111695,43.02745158,50.89,0.14
85302,-68.96469882,43.01294031,60.92,0.16
85302,-68.81337902,42.98532489,75.43,0.2
85302,-68.79369943,42.96691997,103.74,0.27
85397,-69.69629066,43.35619756,52,0.19
85397,-69.7046719,43.24496925,54.22,0.2
85397,-69.69772129,43.22052663,35.49,0.13
85397,-69.54026408,43.2729611,44.87,0.17
85397,-69.4617262,43.28006856,16.28,0.06
85397,-69.35305875,43.28417157,11.17,0.04
85397,-69.33321716,43.28049904,14.44,0.06
85397,-69.17246587,42.78575685,96.46,0.25
85397,-69.08181142,42.81085999,136.49,0.35
85397,-69.17770244,42.90107008,91.8,0.24
85397,-69.07580197,42.97013748,30.12,0.08
85397,-68.93752751,43.03842189,98.02,0.27
85397,-68.78407243,43.05128277,86.15,0.24
85397,-68.68781088,43.06244401,92.32,0.25
85397,-68.4701847,43.0625401,83.45,0.22
85397,-68.57296415,43.04520022,91.1,0.24
85397,-68.66704055,43.18349365,81.48,0.21
85397,-68.61831429,43.18859488,72.97,0.19
85397,-68.60825395,43.20560735,58.4,0.15
85397,-68.49848497,43.27185711,65.42,0.16
85397,-68.26770037,43.2105529,78.56,0.19
85397,-68.22309813,43.06345943,80.31,0.2
85397,-68.4042422,43.08874528,68.59,0.17
85397,-68.51524586,43.13535157,74.81,0.19
85397,-68.58250568,43.1355771,99.67,0.24
85397,-68.62850908,43.04736168,134.76,0.31
85397,-68.59323794,42.97892255,136.59,0.29
85397,-68.53761249,43.03141916,123.62,0.25
85397,-68.47358463,43.08958674,129.57,0.25
85397,-68.46458003,43.1212185,128.37,0.25
85397,-68.29793348,43.17743479,107.99,0.21
85397,-68.11355594,43.23592879,107.96,0.21
85397,-67.87803767,43.22789112,77.86,0.16
85397,-67.92481048,43.11217148,87.9,0.19
85397,-67.98099547,43.21238123,81.49,0.18
85397,-67.86715336,43.36528084,78.9,0.17
85397,-67.63332007,43.35938588,81.25,0.18
85397,-67.46750821,43.34897223,65.06,0.15
94392,-69.36601825,42.50236073,157.37,0.53
94392,-69.28405466,42.62197665,128.27,0.43
94392,-69.21898685,42.81540389,105.41,0.36
94392,-69.13852119,42.94291836,118.59,0.41
94392,-69.03763161,43.0545249,70.88,0.23
94392,-68.94205465,43.14814912,66.72,0.22
94392,-69.02381414,43.26649409,77.51,0.26
94392,-69.23020885,43.24569836,86.51,0.29
94392,-69.23600775,43.33951356,81.87,0.27
94392,-69.2618919,43.35805985,77.46,0.25
94392,-69.36787149,43.39508882,71.48,0.23
94392,-69.40091072,43.32580384,47.7,0.15
94491,-68.91047328,43.88240096,84.85,0.27
94491,-68.71449575,43.90545257,93.97,0.3
94491,-68.67680254,43.74291208,105.48,0.35
94491,-68.8290273,43.66446404,91.35,0.32
94491,-68.8751924,43.61140181,76.93,0.26
94491,-69.07378304,43.58654608,58.9,0.2
94491,-69.33200675,43.63882932,37.04,0.13
94491,-69.50783783,43.68803557,34.81,0.12
94491,-69.68510562,43.61778077,44.03,0.15
94491,-69.91338237,43.5809484,15.35,0.05
94491,-69.96825425,43.48096288,9.22,0.03
94491,-66.21156642,42.50348337,109.94,0.13
94491,-66.21971723,42.561987,126.3,0.14
94491,-66.24197073,42.61047103,207.02,0.23
94491,-66.40547631,42.61422556,102.98,0.12
94491,-66.26593091,42.77211641,140.93,0.17
94491,-66.06790111,42.80774312,66.42,0.08
94491,-66.14729674,42.89472796,88.77,0.12
94491,-65.92342755,42.90617381,34.02,0.05
94491,-65.950169,43.04451824,26.61,0.04
94491,-65.87758038,43.15502579,18.67,0.03
94491,-65.88116218,43.20177177,30.96,0.05
94491,-65.85989093,43.17990949,46.84,0.08
94491,-65.90208744,43.17541635,89.13,0.15
95271,-67.01904968,42.50275182,93.32,0.24
95271,-66.99831775,42.54901324,85.35,0.22
95271,-67.02427445,42.63891129,89.98,0.23
95271,-67.09384638,42.8111347,94.75,0.26
95271,-67.21535989,42.81929497,107.15,0.29
95271,-67.21525295,42.83468375,135.62,0.36
95271,-67.25051107,42.8178056,153.21,0.38
95271,-67.34440825,42.89898574,183.55,0.46
95271,-67.41161432,43.02311033,177.42,0.45
95271,-67.40046032,43.01882164,158.14,0.4
95271,-67.32251751,42.99830709,161.37,0.42
95481,-68.54710895,44.06799708,68.61,0.25
95481,-68.61376337,44.00907482,111.93,0.39
95481,-68.80152075,43.96900577,159.36,0.56
95481,-68.9160265,43.94651934,83.21,0.27
95481,-68.91374903,43.91978344,92.31,0.3
95481,-68.81305294,43.93010711,92.69,0.31
95481,-68.71024284,43.91741141,107.91,0.36
95481,-68.77275038,43.80976225,90.94,0.31
104440671,-68.88340085,43.87700158,69.59,0.27
104440671,-68.84297499,43.9023246,100.08,0.37
104440671,-68.8157766,43.92131117,100.25,0.36
104440671,-68.79376635,43.88587941,85.56,0.3
104440671,-68.82624354,43.77967271,103.88,0.35
104440671,-68.73890985,43.77533324,113,0.37
104440671,-68.64258234,43.71893835,90.13,0.29
104440671,-68.75795465,43.72452943,98.12,0.33
104440671,-68.57896249,43.58903757,94.09,0.32
104440671,-68.49271033,43.45435793,79.82,0.27
104440671,-68.50532544,43.32021413,92.75,0.32
104440671,-68.46793885,43.29976381,90.2,0.3
104440671,-68.42736493,43.24826893,84.97,0.28
104440671,-68.36783756,43.27339076,111.45,0.35
104440671,-68.36945777,43.26036051,137.86,0.41
104440671,-68.35264975,43.27072227,97.67,0.28
104440671,-68.30910138,43.25112296,79.26,0.22
104440671,-68.1945054,43.34625186,54.77,0.15
104440671,-68.42559587,43.43711697,86.88,0.23
104440671,-68.33701706,43.36168467,68.94,0.18
104440671,-68.36924308,43.32205189,70.93,0.19
104440671,-68.36230142,43.42150119,40.6,0.1
104440671,-68.35706426,43.4652202,47.76,0.12
104440671,-68.31594044,43.44690242,62.36,0.15
104440671,-68.20825266,43.45968575,43.49,0.1
104440671,-68.1311617,43.47287522,10.45,0.02
104440671,-68.19581336,43.47169693,28.17,0.06
104440671,-68.12758604,43.48981424,6.36,0.01
104440671,-67.80746421,43.56963898,137.45,0.29
104440671,-67.50072174,43.57791978,48.67,0.1
105430691,-70.04196909,43.36560912,69.83,0.21
105430691,-70.15615448,43.37766339,46.63,0.14
105430691,-70.13306126,43.41567359,43.56,0.12
105430691,-70.09388736,43.46020488,42.64,0.11
105430691,-70.08344816,43.45810845,67.1,0.16
105430691,-70.04936076,43.50325795,61.57,0.14
105430691,-70.00788261,43.47150448,49.54,0.11
105430691,-70.06153479,43.42250187,40.63,0.08
105430691,-70.0899663,43.25577902,36.03,0.07
105430691,-70.11467684,43.20244724,39.21,0.08
105430691,-69.10077095,42.51885216,84.96,0.23
105430691,-69.07010817,42.52853237,70.05,0.18
105430691,-69.08745906,42.55887289,67.21,0.17
105430691,-69.0232531,42.5716348,34.84,0.09
105430692,-69.68812913,43.46266597,120.52,0.33
105430692,-69.63271384,43.41227165,128.87,0.34
105430692,-69.54590806,43.31745513,124.96,0.33
105430692,-69.4493732,43.30092293,103.95,0.26
105430692,-69.333524,43.38844349,97.08,0.23
105430692,-69.31955617,43.35988781,81.37,0.19
105430692,-69.20182532,43.35328249,98.28,0.23
105430692,-69.10312362,43.35726046,105.28,0.24
105430692,-69.11427697,43.2896141,110.3,0.24
105430692,-69.10633732,43.19373286,96.99,0.2
105430692,-68.8596903,43.16868578,70.95,0.15
105430692,-68.64397724,43.13312928,44.57,0.09
105430692,-68.44070544,43.15245282,44.07,0.09
105430692,-68.27771982,43.12238793,42.18,0.09
105430692,-68.10937531,43.14971883,14.03,0.03
105430692,-68.01541456,43.14859135,15.08,0.03
105430692,-68.00306691,43.00205299,48.83,0.1
105430692,-68.00202587,43.14860257,22.3,0.04
105430692,-67.86753105,43.17773055,33.9,0.07
105430692,-67.78617049,43.02331843,35.02,0.07
105430692,-67.74466082,43.0079917,51.93,0.1
105430692,-67.73347606,42.98883005,79.69,0.15
105430692,-66.79388093,43.26917594,227,0.31
105430692,-66.83737262,43.49529658,194,0.27
105430692,-66.8555269,43.6201411,192.15,0.26
105430692,-66.91802987,43.62206004,194.6,0.26
105430692,-66.82500888,43.65494066,200.07,0.27
105430692,-66.72417295,43.80657127,29.74,0.04
105430693,-69.90562394,43.19408593,41.23,0.15
105430693,-69.93854469,43.23213777,44.11,0.16
105430693,-69.98380693,43.15477815,49.68,0.18
105440671,-67.42,44.43,163.33,0.27
105440671,-67.54364266,44.27536109,182.91,0.29
105440671,-67.61089965,44.30637914,211.43,0.31
105440671,-67.60427224,44.06419512,205.23,0.29
105440671,-67.39922515,43.93276586,161.4,0.22
105440672,-67.5948144,43.44809182,168.3,0.31
105440672,-67.53690362,43.38821566,178.64,0.32
105440672,-67.43371963,43.41916776,180.48,0.31
105440672,-67.40451282,43.54854121,194.17,0.32
105440672,-67.36759563,43.58644309,195.02,0.31
105440672,-67.15409052,43.61445273,124,0.19
105440672,-67.13718975,43.59633931,143.63,0.22
105440672,-67.01172334,43.68179303,130.11,0.19
105440672,-66.9879882,43.80389307,130.25,0.18
105440672,-66.6614896,43.75314636,23.37,0.03
105440672,-66.69147301,43.65364297,24.23,0.03
105440672,-66.75549656,43.69017032,101.65,0.13
105440672,-66.7088472,43.68138019,172.66,0.22
105440672,-66.60006028,43.69424787,102.97,0.13
105440672,-66.54444907,43.7742737,62.66,0.08
105440672,-66.57892797,43.83738355,89.87,0.11
105440672,-66.63828505,43.90618274,111.31,0.14
105440672,-66.60468432,44.02123665,129.39,0.15
105440672,-66.57666542,44.15775633,110.69,0.13
105440672,-66.48466318,44.28453815,119.75,0.14
105440672,-66.4545499,44.29128629,145.15,0.17
105440672,-66.50855314,44.41144673,155.75,0.17
105440672,-66.51438802,44.5174046,167.2,0.18
105440672,-66.39339666,44.49573272,185.17,0.2
105440672,-66.30435407,44.60131745,114.05,0.12
105440672,-66.24899166,44.70569374,169.31,0.17
105440675,-67.83569126,44.25169532,100.8,0.21
105440676,-67.83359755,44.25848702,84.99,0.16
105440676,-67.82407404,44.23807436,110.72,0.2
105440676,-67.79894864,44.03759918,84.57,0.16
105440676,-67.62963524,43.75868579,116.64,0.22
105440676,-67.48178186,43.79276912,142.25,0.27
105440676,-67.45679535,43.85696562,136.88,0.26
105440676,-67.4458499,43.90036707,142.62,0.28
105440676,-67.37506254,43.99689059,143.66,0.28
105440676,-67.22234561,44.07849872,138.45,0.29
105440676,-67.14930368,44.11685668,171.12,0.37
106430692,-69.85349225,43.55037315,59.92,0.18
106430692,-69.90046114,43.50526258,87.34,0.25
106430692,-69.86466257,43.39723386,93.13,0.26
106430692,-69.80836877,43.43396158,72.17,0.19
106430692,-69.7237148,43.44170697,71.02,0.18
